text	labels
A Russian spacecraft carrying an American space tourist and two cosmonauts has docked with the International Space Station .	O B-gpe O O O B-gpe O O O O O O O O O B-art I-art I-art O
The Soyuzcapsule reached the space station Monday -- two days after lifting off from Kazakhstan .	O B-art O O O O B-tim O O O O O O O B-geo O
It carried cosmonauts Fyodor Yurchikhin and Oleg Kotov and American computer software billionaire Charles Simonyi .	O O O B-per I-per O B-per I-per O B-gpe O O O B-per I-per O
He paid $ 25 million for the privilege of a spaceflight and visit to the space station .	O O O O O O O O O O O O O O O O O O
Simonyi brought with him a gourmet dinner to be eaten Thursday , which Russia marks as Cosmonauts Day -- the anniversary of Yuri Gagarin 's first manned space flight in 1961 .	B-per O O O O O O O O O B-tim O O B-org O O B-tim I-tim O O O O B-per I-per O O O O O O B-tim O
The current space station crew -- Russian Mikhail Tyurin and American astronauts Miguel Lopez-Alegria and Sunita Williams -- return to Earth with Simonyi on April 20 .	O O O O O O B-gpe B-per I-per O B-gpe O B-per I-per O B-per I-per O O O B-geo O B-per O B-tim I-tim O
"Palestinian President Mahmoud Abbas says he wants a clear position from the United States regarding implementation of the "" road map "" plan for peace in the Middle East ."	B-gpe B-per I-per I-per O O O O O O O O B-geo I-geo O O O O O O O O O O O O O B-geo I-geo O
Mr. Abbas made his comment to reporters as he arrived in Washington late Tuesday for his meeting Thursday with President Bush .	B-per I-per O O O O O O O O O B-geo O B-tim O O O B-tim O B-per I-per O
A White House spokesman said Wednesday that Mr. Bush believes the road map is the best plan for achieving his vision of two states , Israel and Palestine , living peacefully side by side .	O B-org I-org O O B-tim O B-per I-per O O O O O O O O O O O O O O O O B-geo O B-org O O O O O O O
The 2003 plan calls for Palestinians to crack down on terror groups and build democratic institutions ahead of final status negotiations aimed at ending the Israeli-Palestinian conflict .	O B-tim O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O
Mr. Abbas said he will also ask for economic aid , and the two men are expected to discuss Israel 's plan to withdraw from the Gaza Strip .	B-per I-per O O O O O O O O O O O O O O O O O B-org O O O O O O B-geo I-geo O
A published report in Spain says the armed Basque separatist group ETA has taken responsibility for five attacks in the northern part of the country in recent months .	O O O O B-geo O O O B-org O O B-org O O O O O O O O O O O O O O B-tim O O
The Gara newspaper Tuesday published an ETA statement saying it carried out the five attacks in June and July .	O O O B-tim O O B-org O O O O O O O O O B-tim I-tim I-tim O
ETA says one target was La Peineta stadium , which was the centerpiece of Spain 's failed bid to host the 2012 Olympics .	B-org O O O O B-org I-org O O O O O O O B-org O O O O O O B-tim I-tim O
Spanish Prime Minister Jose Luis Rodriguez Zapatero has offered to hold peace talks with ETA if it renounces violence .	B-gpe B-per I-per I-per I-per I-per I-per O O O O O O O B-org O O O O O
ETA has been blamed for more than 800 deaths since the 1960s , when it began its armed campaign for a separate Basque homeland in northern Spain .	B-org O O O O O O O O O O B-tim O O O O O O O O O O B-geo I-geo O O B-geo O
The Who cancelled a March 13 concert in Tampa , Florida , after lead singer Roger Daltrey fell ill .	B-org I-org O O B-tim I-tim O O B-geo O B-geo O O O O B-per I-per O O O
The 63-year-old Daltrey walked offstage during the first song ; guitarist Pete Townshend later told the crowd he was suffering from bronchitis and could barely speak .	O O B-per O O O O O O O O B-per I-per O O O O O O O O O O O O O O
The crowd of 9,000 then cheered when Townshend said the show had been rescheduled for March 25 .	O O O O O O O B-per O O O O O O O B-tim I-tim O
The Who is currently touring in support of Endless Wire , its first album since 1982 .	B-org I-org O O O O O O B-art I-art O O O O B-tim I-tim O
The band next performs March 17 in Mexico City .	O O O O B-tim I-tim O B-geo I-geo O
The U.S. State Department says the already poor human rights situation in Nepal worsened in the past year , with security forces and insurgents alike committing serious human rights abuses .	O B-org I-org I-org O O O O O O O O B-gpe O O O B-tim O O O O O O O O O O O O O O
However , the report says the governments of India and Sri Lanka generally respected the rights of citizens , although serious problems remain .	O O O O O O O O B-geo O B-per B-gpe O O O O O O O O O O O O
The State Department criticizes Sri Lanka 's government and the Tamil Tiger rebel group for violating a ceasefire accord in place since 2002 .	O B-org I-org O B-per B-gpe O O O O B-geo I-geo O O O O O O O O O B-tim I-tim O
It also says Indian officials have used anti-terrorism laws to justify the use of excessive force against insurgents in Jammu and Kashmir .	O O O B-gpe O O O O O O O O O O O O O O O B-geo O B-geo O
The report describes the human rights situation as poor in Afghanistan , a country recovering from 20 years of war .	O O O O O O O O O O B-geo O O O O O B-tim O O O O
It notes violence against women and minorities , as well as restrictions on personal freedoms .	O O O O O O O O O O O O O O O O
Similarly , the report says the human rights situations in Bangladesh and Pakistan remain poor , as extrajudicial killings and politically motivated violence continue .	O O O O O O O O O O B-geo O B-geo O O O O O O O O O O O O
Palestinian leader Mahmoud Abbas says he may resign if a Hamas-led government prevents him from advancing the Mideast peace process .	B-gpe O B-per I-per O O O O O O O O O O O O O O O O O
In a British ( ITV ) television interview broadcast Sunday , Mr. Abbas said Hamas must abide by existing Palestinian Authority commitments recognizing Israel and denouncing the use of violence .	O O B-gpe O B-org O O O O B-tim O B-per I-per O B-org O O O O B-gpe O O O B-org O O O O O O O
He said that if he can not continue his policies regarding Israel , he will resign .	O O O O O O O O O O O B-org O O O O O
Mr. Abbas was elected for a four-year term as president of the Palestinian Authority in January , 2005 .	B-per I-per O O O O B-tim O O O O O B-gpe O O B-tim I-tim I-tim O
Hamas , considered a terrorist organization by the West , wrested control of the legislature from the ruling Fatah party in parliamentary elections last month .	B-org O O O O O O O B-org O O O O O O O O O B-org O O O O O O O
Hamas leader and Palestinian Prime Minister-designate Ismail Haniyeh said Sunday his militant group is ready to recognize Israel , if Israel gives the Palestinian people a state on lands occupied since the 1967 war .	B-org O O B-gpe B-per O B-per I-per O B-tim O O O O O O O B-org O O B-org O O B-gpe O O O O O O O O B-tim O O
European Union Trade Commissioner Peter Mandelson has called on EU governments to release blocked Chinese textile shipments , saying a failure to do so could cause economic hardship in Europe .	B-per I-per I-per I-per I-per I-per O O O B-org O O O O B-gpe O O O O O O O O O O O O O O B-geo O
The announcement followed talks with Beijing aimed at revising a June textile quota agreement limiting shipments to Europe .	O O O O O B-org O O O O B-tim O O O O O O B-geo O
Those quotas filled so quickly that millions of items of Chinese-made clothing were left stranded at customs checkpoints .	O O O O O O O O O O O O O O O O O O O
Mr. Mandelson Tuesday said the economic consequences of not allowing the goods to enter Europe will be severe for small retailers .	B-per I-per B-tim O O O O O O O O O O O B-geo O O O O O O O
He said delaying the shipments could also cause higher prices and shortages in the next few months .	O O O O O O O O O O O O O O O B-tim O O
EU textile producers say the imports are harming their business , but retailers say they have already paid for the Chinese clothing and want the items released .	B-org O O O O O O O O O O O O O O O O O O O B-gpe O O O O O O O
Iraqi officials say authorities have regained control of the southern city of Diwaniyah , after fierce clashes with Shi'ite militiamen that claimed more than 70 lives .	B-gpe O O O O O O O O O O O B-geo O O O O O B-org O O O O O O O O
The office of Prime Minister Nouri al-Maliki says 23 government soldiers and 50 gunmen were killed in the fighting Monday .	O O O B-per O B-per I-per O O O O O O O O O O O O B-tim O
Several civilians also were reported to have died .	O O O O O O O O O
The fighting ended after a deal was reached between officials and Shi'ite militiamen loyal to radical Shi'ite cleric Moqtada al-Sadr .	O O O O O O O O O O O B-org O O O O B-org O B-per I-per O
Meanwhile , some 30 Iraqis were killed and a number of others wounded in a fuel pipeline explosion near Diwaniyah .	O O O O B-gpe O O O O O O O O O O O O O O B-geo O
The victims may have been trying to syphon fuel at the time of the blast .	O O O O O O O O O O O O O O O O
In Baghdad , police say they found the bodies of at least 20 people who had been shot and dumped in the capital .	O B-geo O O O O O O O O O O O O O O O O O O O O O O
The U.S. military has reported the deaths of 10 American soldiers in hostile action in Iraq since Sunday .	O B-geo O O O O O O O B-gpe O O O O O B-geo B-tim I-tim O
Sri Lankan military officials say at least 18 Tamil rebels and two government soldiers have died in separate clashes .	B-per I-per O O O O O O B-org O O O O O O O O O O O
Officials said Sunday that the navy attacked a rebel camp on Iranativu island off the northern coast Saturday , destroying a rebel boat and killing four Tamil fighters .	O O B-tim O O B-org O O O O O B-geo O O O O O B-tim O O O O O O O O B-art O O
The military says the other 14 rebels died in fighting across several northern districts Saturday .	O O O O O O O O O O O O O O B-tim O
The military reports rebel casualties almost daily , and both sides are known to exaggerate the number of people killed .	O O O O O O O O O O O O O O O O O O O O O
The latest fighting raged despite a cease-fire offered by the rebels to take place during a regional summit in the capital , Colombo .	O O O O O O O O O O O O O O O O O O O O O O B-geo O
The rebels have been fighting for an independent homeland for ethnic Tamils in Sri Lanka 's north and east since 1983 .	O O O O O O O O O O O B-geo O B-per B-gpe O O O O B-tim I-tim O
They complain of discrimination by the ethnic Sinhalese majority .	O O O O O O O O O O
President Bush has signed legislation reaffirming U.S. support for the continued expansion of NATO .	B-per I-per O O O O B-org O O O O O O B-org O
The measure designates Albania , Croatia , Georgia , Macedonia and Ukraine as eligible to receive financial assistance as they pursue NATO membership .	O O O B-org O B-org O B-org O B-org O B-org O O O O O O O O O B-org O O
